Direccion,Precio,UF,m2_Construidos,m2_totales,Habitaciones,Banos,Estacionamientos,Publi
"Huechuraba, Linda casa dentro de condominio; iluminada; piscina.",428322900,12300.0,139,378,4,3,2,29/11/2022
"Peñalolén, Las perdices/quebrada de macul",322112750,9250.0,155,309,4,3,0,29/11/2022
"Puente Alto, Villa los Aromos",88000000,2527.065,0,0,3,1,3,29/11/2022
"La Cisterna, Propiedad de 938m2 cercana a Estación Metro El Parrón",330000000,9476.495,177,938,3,1,0,29/11/2022
"Providencia, Av. Salvador/Luis Montaner",630000000,18091.491,350,270,3,5,0,29/11/2022
"Ñuñoa, Casa de 1 Piso en Pobl. Rosita Renard",50000000,1435.833,30,56,2,1,0,29/11/2022
"Puente Alto, Mapulemu",162000000,4652.098,80,140,3,2,1,29/11/2022
"Renca, La Sierra, Renca",74764981,2147.0,64,49,2,1,0,29/11/2022
"Huechuraba, Linda casa con Inmejorable ubicación; 3 pisos.",240278700,6900.0,135,200,4,3,2,29/11/2022
"San Bernardo, Pasaje Cameron 15601",59199100,1700.0,80,100,2,1,0,29/11/2022
"San Bernardo, Volcan Villa Rica   YC 60348/Lo Montoya",153570000,4410.016,161,166,6,2,2,29/11/2022
"Puente Alto, Santa Rosa (AG)/Apóstol Bartolomé",70000000,2010.166,130,100,5,2,0,29/11/2022
"Quinta Normal, Doctor Jose Tobias 138",138000000,3962.898,120,210,3,2,0,29/11/2022
"San Joaquín, Mataveri  YC 60864/Jorge Canning",123000000,3532.148,100,300,3,1,0,29/11/2022
"Quinta Normal, Luis Emilio Recabarren",100000000,2871.665,120,250,2,2,3,29/11/2022
"Santiago, Aeropuerto & Avenida 5 de Abril",163668100,4700.0,127,172,3,2,2,29/11/2022
"Ñuñoa, Metro Monseñor Eyzaguirre",766106000,22000.0,500,1000,8,4,8,29/11/2022
"Colina, Los Ingleses",713871500,20500.0,415,5000,9,7,30,29/11/2022
"Puente Alto, Avenida Independencia, Puente Alto",195008800,5600.0,1,1,3,3,3,29/11/2022
"Puente Alto, Estribo oriente/pasaje serrano",201973400,5800.0,98,198,4,3,1,29/11/2022
"Talagante, Lonquen Sur Paradero  /, Calera de Tango, Región Metropolitana de Santiago , Chile",905363177,25999.0,17525,1800,6,3,5,29/11/2022
"Las Condes, Av. Las condes",1072548400,30800.0,454,1090,4,5,6,29/11/2022
"Maipú, Longitudinal/gustavo eiffel",100000000,2871.665,65,90,4,1,0,29/11/2022
"Providencia, Manuel montt  1539",341265400,9800.0,168,180,5,2,0,29/11/2022
"Providencia, Eliecer Parada/ Jorge Matte",522345000,15000.0,135,356,4,2,1,29/11/2022
"Conchalí, Diego silva henriquez  ag/gral. Gambino",118000000,3388.565,97,147,3,2,4,29/11/2022
"Estación Central, Padre Vicente Irarrazabal/Avenida 5 de Abril",215902600,6200.0,165,220,4,2,0,29/11/2022
"La Reina, Carlos Dickens, La Reina",480557400,13800.0,405,142,4,3,0,29/11/2022
"Las Condes, Manquehue con Cristóbal Colón",539756500,15500.0,151,451,4,2,0,29/11/2022
"La Florida, Paicavi  YC 60174/Antilco",160000000,4594.664,110,150,4,2,1,29/11/2022
"San Bernardo, Eyzaguirre",14500000,416.391,20,20,2,1,0,29/11/2022
"Maipú, Maipú, Región Metropolitana",236796400,6800.0,213,122,4,3,2,29/11/2022
"Colina, Hacienda chicureo/camino la hacienda",1183982000,34000.0,320,5000,4,4,0,29/11/2022
"Las Condes, Isabel La Católica / Puerto de Palos",800929000,23000.0,280,580,7,6,3,29/11/2022
"Padre Hurtado, Av sta herminia  ag-60222/los ceibos",177597300,5100.0,94,165,3,3,0,29/11/2022
"Lo Barnechea, Camino Real/Camino de La Cañada",1002519347,28789.0,363,1216,4,4,0,29/11/2022
"Recoleta, Miraflores",120487580,3460.0,133,190,7,4,2,29/11/2022
"Melipilla, Europa Pte./Europa Ote.",180000000,5168.998,120,5100,3,3,0,29/11/2022
"La Florida, Vicuña Mackenna  -  Rojas Magallanes",300000000,8614.996,200,256,6,3,0,29/11/2022
"San Bernardo, Villa anguita",59500000,1708.641,52,80,2,1,1,29/11/2022
"Vitacura, Padre hurtado norte",574544677,16499.0,145,263,3,2,2,29/11/2022
"San Miguel, Quinta Avenida / Metro Ciudad el Niño",358676900,10300.0,189,400,5,2,0,29/11/2022
"Maipú, Alberto Camus",129646029,3723.0,70,145,4,2,2,29/11/2022
"San Bernardo, Mall Plaza sur",164500000,4723.889,90,160,3,3,2,29/11/2022
"Providencia, Miguel claro 1500",731283000,21000.0,580,580,5,4,0,29/11/2022
"Colina, Santa Eelena",330818500,9500.0,165,450,3,3,2,29/11/2022
"Lo Barnechea, Sendero las lagunas",2611725000,75000.0,311,8341,5,7,4,29/11/2022
"Puente Alto, Av. Eizaguirre  ag/lomas del parque",110000000,3158.832,90,80,3,3,0,29/11/2022
"Lo Barnechea, Camino el Refugio/Camino el Arrayan",766106000,22000.0,480,5000,4,3,3,29/11/2022
"Puente Alto, Manuel Rojas, Puente Alto",85000000,2440.915,100,88,4,1,2,29/11/2022
"Vitacura, Colegio Manquehue, acepta ofertas",480557400,13800.0,140,200,5,3,2,29/11/2022
"Peñalolén, Faldeos de Antupiren/ Av el Valle",261172500,7500.0,105,227,4,3,3,29/11/2022
"Vitacura, Los Laureles con Alonso de Córdova",1462566000,42000.0,480,540,10,8,6,29/11/2022
"La Florida, pasaje colipan, la florida",97504400,2800.0,100,90,3,1,1,29/11/2022
"Cerro Navia, Diagonal reny nu-57370/av costanera sur",160000000,4594.664,130,167,7,4,0,29/11/2022
"San Bernardo, General Urrutia/Las Guaitecas",64000000,1837.866,72,125,2,1,0,29/11/2022
"San Joaquín, Gluck con Isabel Riquelme",208938000,6000.0,109,252,4,2,3,29/11/2022
"La Reina, Tobalaba",469483686,13482.0,195,400,5,2,5,29/11/2022
"Pudahuel, Casa 2 Pisos en Lomas de Lo Aguirre",220000000,6317.664,140,824,4,2,0,29/11/2022
"Las Condes, Manquehue sur, alonso de camargo",372257870,10690.0,114,240,4,2,1,29/11/2022
"Ñuñoa, Monseñor ayzaguirre",480557400,13800.0,175,609,5,2,1,29/11/2022
"La Cisterna, Av Vicuña mackenna paradero 27",139292000,4000.0,175,195,4,1,2,29/11/2022
"Puente Alto, Av. La Florida con Estepa Alta",118000000,3388.565,75,145,2,1,2,29/11/2022
"Las Condes, Las Condes, Región Metropolitana",1741150000,50000.0,460,1763,7,5,7,29/11/2022
"Providencia, Suecia/Diego de Almagro",574579500,16500.0,129,211,3,2,0,29/11/2022
"Colina, chicureo oriente piedra roja",745212200,21400.0,270,931,4,4,3,29/11/2022
"La Reina, Eleodoro astorquiza / francisco villagra",414393700,11900.0,183,452,6,3,1,29/11/2022
"La Florida, Marcela Paz - Jardin Alto   YC 56746/Geronimo de Alderete",110000000,3158.832,75,92,5,2,0,29/11/2022
"Las Condes, Paul Harris / El Alamein",870575000,25000.0,150,930,3,2,0,29/11/2022
"Lo Barnechea, Casa recien remodelada 5 D. en La Ermita// Lo Barnechea",104120770,2990.0,116,110,5,2,1,29/11/2022
"Maipú, Av José Luis Infante con Lago de Lugano",179338450,5150.0,90,180,3,3,1,29/11/2022
"San Bernardo, Franz Schubert ,  metro tren la maestranza",124875278,3586.0,70,108,3,2,2,29/11/2022
"Santiago, John Jackson 1771, La Reina, Región Metropolitana, Chile",390000000,11199.495,120,130,3,3,2,29/11/2022
"Pedro Aguirre Cerda, pasaje tres",55716800,1600.0,80,100,3,1,0,29/11/2022
"Buin, Ruta 5 con Pastor José Molina",138943770,3990.0,72,147,3,3,2,29/11/2022
"Buin, Simon Reyes/Villaseca",275101700,7900.0,137,458,4,4,1,29/11/2022
"La Florida, Teniente de Marina Rolando Froden",190000000,5456.164,152,269,6,3,6,29/11/2022
"Las Condes, Latadia / Juan palau",870226770,24990.0,330,860,10,3,0,29/11/2022
"La Pintana, La Pintana, Región Metropolitana",110000000,3158.832,51,117,4,2,2,29/11/2022
"Independencia, Av. Independencia  ag/palermo",140000000,4020.331,77,154,3,1,2,29/11/2022
"Lo Barnechea, Casa 6 dormitorios en increible parque con salida a cancha de golf condominio Golf Lomas de la Dehesa// Lo Barnechea",2085897700,59900.0,580,4000,6,6,8,29/11/2022
"Las Condes, Las tranqueras",383053000,11000.0,75,150,3,2,0,29/11/2022
"San Bernardo, Villa las Hortencias",68500000,1967.091,98,90,4,2,0,29/11/2022
"Lo Barnechea, Colegio Santiago College/Alcalde Delano",1044690000,30000.0,390,890,5,4,0,29/11/2022
"Las Condes, Los dominicos",398000000,11429.228,160,200,5,2,2,29/11/2022
"Quilicura, Alcalde jorge moya",157000000,4508.514,85,103,3,3,2,29/11/2022
"Huechuraba, Las Encinas",175000000,5025.414,150,270,4,4,3,29/11/2022
"Peñaflor, Av. Balmaceda/Manuel Castillo",95000000,2728.082,92,120,3,1,0,29/11/2022
"Ñuñoa, plaza Egaña",394614236,11332.0,167,360,3,1,2,29/11/2022
"La Granja, Nicanor plaza, la granja",95000000,2728.082,80,120,3,2,3,29/11/2022
"El Bosque, YC 59727 Av. Central/Larga",115000000,3302.415,135,132,4,2,1,29/11/2022
"Ñuñoa, Jose pedro alessandri con rodrigo de araya",242124319,6953.0,109,112,3,2,1,29/11/2022
"Puente Alto, nocedal, puente alto",58000000,1665.566,80,79,3,2,2,29/11/2022
"Maipú, Caribe 700",148000000,4250.065,86,162,3,2,1,29/11/2022
"La Granja, Vicuña Mackenna/Achao",170000000,4881.831,122,120,5,2,0,29/11/2022
"La Pintana, santa consuelo, Observatorio, La pintana",78000000,2239.899,89,97,3,2,3,29/11/2022
"Padre Hurtado, Casa 2 Pisos en Padre Hurtado",60000000,1722.999,65,65,3,2,0,29/11/2022
"Maipú, Mall Arauco",174115000,5000.0,90,177,4,2,3,29/11/2022
"Independencia, Cerca de Av. Independencia",188000000,5398.731,119,248,3,2,0,29/11/2022
"Padre Hurtado, Condominio La Primavera, Padre Hurtado",585026400,16800.0,420,5079,6,5,6,29/11/2022
"San Bernardo, Los suspiros Avenida almirante Rivero",154500000,4436.723,110,160,3,3,4,29/11/2022
"Maipú, Maipú, Región Metropolitana",125000000,3589.582,61,150,3,2,1,29/11/2022
"Santiago, Lo vial",195000000,5599.747,106,2262,4,2,1,29/11/2022
"Talagante, Plaza De Talagante, Talagante, Región Metropolitana de Santiago , Chile",1601823177,45999.0,4000,200,6,4,3,29/11/2022
"Colina, El Molino , Colina",211027380,6060.0,368,160,4,3,2,29/11/2022
"San Bernardo, Villa maestranza",106400000,3055.452,80,120,3,2,1,29/11/2022
"Estación Central, Estación Central, Región Metropolitana",85000000,2440.915,53,55,3,1,0,29/11/2022
"Peñalolén, El Lingue , Peñalolén, Región Metropolitana de Santiago , Chile",549158710,15770.0,550,260,5,4,4,29/11/2022
"Las Condes, Las Condesas , Las Condes",1037725400,29800.0,800,293,5,5,3,29/11/2022
"Puente Alto, Volcan Olca, Puente Alto",82000000,2354.766,85,75,2,1,1,29/11/2022
"Puente Alto, Hijuelas, ag-59676/weber",69000000,1981.449,40,74,3,2,0,29/11/2022
"Buin, Camino Padre Hurtado con Av. Virginia Subercaseaux",591991000,17000.0,330,5000,6,4,0,29/11/2022
"Pudahuel, Teniente Cruz/Lago Huillinco",146256600,4200.0,100,120,3,2,0,29/11/2022
"Colina, Piedra Roja, San Anselmo",520603850,14950.0,180,427,3,3,0,29/11/2022
"Quilicura, Lo Campino, Quilicura",214161450,6150.0,192,117,3,3,3,29/11/2022
"Talagante, Am 56543  condominio san luis/av balmaceda",125000000,3589.582,98,108,4,3,0,29/11/2022
"Providencia, California 2140",430000000,12348.161,145,240,3,2,1,29/11/2022
"Pirque, Ramon Subercaseaux 10000",115000000,3302.415,144,500,3,2,2,29/11/2022
"San Miguel, Octava Avenida, San Miguel",319990000,9189.042,690,76,4,1,3,29/11/2022
"Puente Alto, Guadei, Puente Alto",87000000,2498.349,92,83,3,1,1,29/11/2022
"Maipú, Capellán Florencio Infante/Pasaje krishna",140000000,4020.331,95,95,3,3,0,29/11/2022
"Independencia, Independencia, Región Metropolitana",132640807,3809.0,96,112,3,1,0,29/11/2022
"San Bernardo, Suspiros Almirante Rivero",144500000,4149.556,120,160,4,3,4,29/11/2022
"Puente Alto, Pasaje Don Manuel de Silva",85000000,2440.915,70,105,2,2,2,29/11/2022
"Colina, las brisasa",1041207700,29900.0,380,2500,4,4,6,29/11/2022
"Peñalolén, Acueducto / Casagrande",480557400,13800.0,170,445,5,5,0,29/11/2022
"Vitacura, Tupungato/lo matta 4d-4b-2e",644225500,18500.0,183,276,4,4,2,29/11/2022
"Las Condes, Bocaccio/ Edimburgo",499884165,14355.0,96,319,3,2,0,29/11/2022
"Cerrillos, Las flores nu-60161/la arboleda",135000000,3876.748,130,80,4,2,0,29/11/2022
"Puente Alto, Luis matte larrain - avda. Concha y toro",175000000,5025.414,120,240,4,1,3,29/11/2022
"Puente Alto, Notato coo, el peral",77000000,2211.182,75,112,4,2,1,29/11/2022
"Puente Alto, Portezuelo de los azules",158000000,4537.231,190,190,4,3,1,29/11/2022
"Lo Espejo, Lo Espejo, Región Metropolitana",132292577,3799.0,181,300,10,5,3,29/11/2022
"San Miguel, Av. Departamental ag/gran avenida jose miguel carrera",350000000,10050.828,232,255,6,2,5,29/11/2022
"Conchalí, Fusan  ag - 60596/argel",135000000,3876.748,110,160,3,1,0,29/11/2022
"La Florida, Av. La Florida con Walker Martínez",132327400,3800.0,85,122,3,2,2,29/11/2022
"Colina, Condominio El Algarrobal II",689495400,19800.0,0,0,5,4,0,29/11/2022
"Maipú, primo de rivera 590",183865440,5280.0,68,171,4,1,0,29/11/2022
"Santiago, Cueto No. 459",470110500,13500.0,510,440,1,4,2,29/11/2022
"Ñuñoa, Coventry / Irarrázaval",295000000,8471.413,87,144,4,2,1,29/11/2022
"Peñalolén, Laguna San Pedro(ag)/Av. Consistorial",140000000,4020.331,120,250,5,1,1,29/11/2022
"Cerrillos, Casa de 124 mts2 construcción solida",195008800,5600.0,124,319,3,2,3,29/11/2022
"Colina, Colina, Región Metropolitana",431456970,12390.0,175,800,4,4,4,29/11/2022
"Recoleta, pasaje uruguayana",95000000,2728.082,75,171,4,2,0,29/11/2022
"Lo Barnechea, Las lomas de la dehesa",1107371400,31800.0,357,1003,4,5,0,29/11/2022
"Puente Alto, El Labrador/Nemesio Vicuña, Puente Alto",87000000,2498.349,38,124,2,1,1,29/11/2022
"Puente Alto, Bayona",153221200,4400.0,97,233,3,2,2,29/11/2022
"Maipú, Excelente Casa Mantenida Como Nueva!!",94022100,2700.0,90,85,4,2,0,29/11/2022
"Providencia, Plaza pedro de valdivia parque ines de suarez",1183982000,34000.0,200,580,4,2,2,29/11/2022
"Las Condes, Las condes",450957850,12950.0,120,212,4,3,2,29/11/2022
"San Bernardo, villa el rosario",53500000,1536.341,50,70,2,1,0,29/11/2022
"Ñuñoa, Duble Almeyda con Jose Domingo Cañas.",591991000,17000.0,600,600,3,2,1,29/11/2022
"Puente Alto, Av.Juanita con Sargento Menadier. Bajos de Mena",77864228,2236.0,105,88,3,1,2,29/11/2022
"Maipú, Casa cercana a 4 Poniente en Maipu",100000000,2871.665,142,124,3,2,2,29/11/2022
"Padre Hurtado, Los silos",49000000,1407.116,50,70,2,1,0,29/11/2022
"Colina, Pasaje san luis",67904850,1950.0,90,105,2,1,1,29/11/2022
"La Florida, Mexico, La Florida",173000000,4967.981,180,93,3,3,3,29/11/2022
"Las Condes, Av plaza, Las Conde",940221000,27000.0,1420,280,6,3,5,29/11/2022
"Las Condes, San Carlos De Apoquindo // Avenida La Plaza",660940540,18980.0,180,356,5,4,4,29/11/2022
"Maipú, Monumento a los héroes",285000000,8184.246,110,334,3,2,0,29/11/2022
"Buin, Villa seca",180000000,5168.998,100,169,4,3,4,29/11/2022
"La Reina, Ramón Laval/La cañada",727800700,20900.0,187,758,4,5,0,29/11/2022
"Colina, Condominio las campiñas",995937800,28600.0,800,5000,4,4,0,29/11/2022
"Maipú, Paso de los patos",115000000,3302.415,120,150,5,2,3,29/11/2022
"Buin, Camino Buin Maipo",87000000,2498.349,65,105,3,2,2,29/11/2022
"Ñuñoa, Batuco",344747700,9900.0,78,216,4,3,2,29/11/2022
"Colina, El Molino 170 casa 48 Condominio El Rodeo",244979805,7035.0,107,344,3,2,0,29/11/2022
"Lo Barnechea, Av paseo pie andino/panoramica norte y sur",1555891640,44680.0,358,644,4,4,1,29/11/2022
"San Joaquín, pasaje julio verne 194",180000000,5168.998,136,150,5,2,0,29/11/2022
"San Bernardo, Casa 2 Pisos en Villa Las Brisas de Sn. Bernardo",95000000,2728.082,73,132,2,3,0,29/11/2022
"Santiago, Av San Pablo / Matucana",250725600,7200.0,212,133,4,2,0,29/11/2022
"Independencia, Independencia hipódromo de Chile",62000000,1780.432,42,42,2,1,0,29/11/2022
"San Bernardo, Fermin Vivaceta con Av. Portales Oriente",60000000,1722.999,74,104,3,1,1,29/11/2022
"Huechuraba, Los Fresnos",501451200,14400.0,234,426,5,5,2,29/11/2022
"Huechuraba, MAP - Se Vende Hermosa Casa 3D,3B, en condominio comuna de Huechuraba- MAP",275101700,7900.0,107,180,3,3,2,29/11/2022
"Quilicura, Map - Se Vende Bella Casa 4H,3B,en seguro barrio de Quilicura",185000000,5312.581,110,149,4,3,3,29/11/2022
"Puente Alto, Map - Se vende Bella Casa 4H,3B, estacionamiento.",124074349,3563.0,80,105,4,3,3,29/11/2022
"Conchalí, MAP - Se vende Hermosa y amplia casa 5H,2B cercano a estacion de metro MAP",220000000,6317.664,182,250,5,2,4,29/11/2022
"Lampa, Valle grande",190000000,5456.164,106,249,4,3,0,29/11/2022
"Padre Hurtado, san ignacio manzana 3 sitio 5",88000000,2527.065,75,234,5,2,3,29/11/2022
"Colina, av chamisero con sagrados corazones",484039700,13900.0,197,512,3,4,2,29/11/2022
"Maipú, MAP - Se vende bella casa 4H,1B, estacionamiento 3 automoviles en residencia sector de ciudad satélite, Maipú.",116413289,3343.0,80,120,4,1,3,29/11/2022
"Huechuraba, MAP - Se vende Hermosa Casa 3H,3B, 2 estacionamentos dentro de bello condominio, Huechuraba.",208938000,6000.0,89,180,3,3,2,29/11/2022
"Providencia, Jorge Matte Gormaz/ Diego de Almagro",741729900,21300.0,248,470,5,4,0,29/11/2022
"Huechuraba, La casa que buscas!! 3 pisos, 4 dormitorios.",247312946,7102.0,110,174,4,3,0,29/11/2022
"La Cisterna, Trinidad Ramirez 0916",145908370,4190.0,88,180,3,2,2,29/11/2022
"Ñuñoa, Juan Moya Morales , Ñuñoa, Región Metropolitana de Santiago , Chile",508485446,14602.0,518,142,6,3,4,29/11/2022
"Quinta Normal, Casa de 1 Piso en Pobl. Barea",90000000,2584.499,112,168,3,1,0,29/11/2022
"Lo Barnechea, Sector Cam. Los Refugios del Arrayan",748694500,21500.0,280,5500,4,3,0,29/11/2022
"Providencia, Cercano a Eliodoro Yañez con El Bosque",675217970,19390.0,216,237,4,2,2,29/11/2022
"Las Condes, Cercano a Francisco Bilbao con Vespucio",504585270,14490.0,171,371,3,2,0,29/11/2022
"Lo Barnechea, camino de la brisa 14000",783517500,22500.0,260,600,6,3,3,29/11/2022
"Puente Alto, Ciudad del Sol",160000000,4594.664,105,144,4,3,2,29/11/2022
"Ñuñoa, Cercano a Sucre con Pedro de Valdivia",417527770,11990.0,335,182,7,4,4,29/11/2022
"Peñalolén, Nva",120000000,3445.998,82,128,3,1,1,29/11/2022
"La Reina, Julia Bernstein con Alcalde Fernando Castillo Velasco",713871500,20500.0,210,917,4,3,5,29/11/2022
"La Cisterna, Municipalidad de la cisterna/el parron",243064540,6980.0,78,341,3,1,0,29/11/2022
"Peñalolén, Cercano a Tobalaba con El Valle",271619400,7800.0,116,236,4,3,3,29/11/2022
"Ñuñoa, Montenegro / Echeñique",382704770,10990.0,119,270,3,2,2,29/11/2022
"Padre Hurtado, Laguna del Sol",210000000,6030.497,100,250,4,3,1,29/11/2022
"Pudahuel, Nat King Cole, Pudahuel",90000000,2584.499,180,1,5,1,2,29/11/2022
"Melipilla, Autopista del sol  ag/camino los ostolazas",70000000,2010.166,74,151,3,1,2,29/11/2022
"La Florida, Villa Santa Beatriz",219384900,6300.0,180,240,5,2,1,29/11/2022
"Buin, Condominio Prados de Buin",138595540,3980.0,80,163,3,3,2,29/11/2022
"Cerro Navia, Costanera Sur   YC 60834/Las Lumas",380000000,10912.328,326,163,10,5,0,29/11/2022
"Peñalolén, Juan de Dios Vial Correa 4270",458967140,13180.0,164,362,4,4,2,29/11/2022
"Puente Alto, Finlandia-eyzagurre",145000000,4163.915,119,318,4,2,3,29/11/2022
"Quilicura, puente nuevo 459",204062780,5860.0,90,167,3,3,1,29/11/2022
"La Florida, pedro prado 977",82000000,2354.766,65,72,3,1,1,29/11/2022
"Maipú, Cuidad Satelite",100000000,2871.665,46,136,2,1,0,29/11/2022
"Melipilla, Sector San Jóse ,moy cercano a Bollenar en Melipilla",235020427,6749.0,5000,5000,3,3,0,29/11/2022
"Paine, San judas tadeo 16",78525865,2255.0,70,105,3,1,0,29/11/2022
"Pudahuel, Los boldos 19764",445734400,12800.0,135,1768,5,3,6,29/11/2022
"Peñalolén, Quebrada de macul 7859",259779580,7460.0,112,250,4,3,1,29/11/2022
"Renca, Calle chungará",78000000,2239.899,114,120,5,2,2,29/11/2022
"Melipilla, Las pataguas y vicuña mackenna",45269900,1300.0,90,60,3,1,0,29/11/2022
"Til til, Camino Cerro Blanco, Tiltil",261172500,7500.0,6000,250,4,3,0,29/11/2022
"Macul, Exequiel Fernández",450000000,12922.494,256,400,6,4,5,29/11/2022
"Colina, Colina Chicureo piedra roja",539756500,15500.0,185,659,4,3,2,29/11/2022
"Las Condes, Martín de Zamora / Villa María / Verbo Divino",414393700,11900.0,110,200,3,2,0,29/11/2022
"Santiago, Santo Domingo , Santiago de Chile",599999990,17229.991,300,550,18,5,0,29/11/2022
"La Granja, Isla de Pascua / Isla Chiloé",120000000,3445.998,144,180,4,2,1,29/11/2022
"La Pintana, Paradero 39",67000000,1924.016,89,102,2,2,0,29/11/2022
"Pirque, pirque",110000000,3158.832,0,0,2,1,0,29/11/2022
"La Cisterna, Paradero 22 De Gran Avenida, Una Cuadra Hacia El Poniente, Entre Santa Anselma E Isabel La Catolica",365641500,10500.0,220,500,4,3,4,29/11/2022
"Cerrillos, Avenida Aeropuerto & Aeródromo General Ramón Freire",195000000,5599.747,85,147,3,3,0,29/11/2022
"Santiago, E Escala // R. Sotomayor",61000000,1751.716,44,48,1,1,0,29/11/2022
"Puente Alto, Lyon Norte, Puente Alto",159500000,4580.306,149,120,5,3,2,29/11/2022
"Peñalolén, Entre José Arrieta Y Las Parcelas.",125014570,3590.0,120,190,4,2,3,29/11/2022
"Santiago, Alameda Bernardo O´Higgins/Salvador Sanfuentes",405687950,11650.0,195,205,3,3,0,29/11/2022
"La Florida, Rojas Magallanes/Enrique Olivares",626814000,18000.0,260,800,4,3,0,29/11/2022
"La Cisterna, Jose ureta esquina maria",254207900,7300.0,250,500,4,3,4,29/11/2022
"La Florida, No especifica",145000000,4163.915,100,160,4,2,2,29/11/2022
"Lampa, Larapinta",74000000,2125.032,51,103,3,1,3,29/11/2022
"Macul, Avenida alto macul",351364070,10090.0,151,432,4,3,0,29/11/2022
"Ñuñoa, Cervantes / holanda",831921470,23890.0,165,351,8,5,1,29/11/2022
"Vitacura, La Llaveria",504933500,14500.0,150,150,2,2,0,29/11/2022
"Huechuraba, Salvador allende nu-58389/el bosque de santiago",130000000,3733.165,155,330,2,1,1,29/11/2022
"Quinta Normal, Av. Carrascal  ag/Pedro Gil de Castro",240870691,6917.0,190,145,4,2,0,29/11/2022
